group,attrs,packs,approx_groups_count,ml,number_entities,group_number_masked_product,material_type,optional_attrs,none_attrs,inferred_concentration,inferred_concentration_uom,inferred_packsize,inferred_packsize_uom,product,Item_Description,Item_Code,Secondary_Sales_UOM,Parent_Code,rowcd,percentage,mg,pack_size,misc,fraction,k,mg/ml,gm,liter,miu,pack_multiplier,mcg
zithrokem,,tablet,1,,"{'#': {'string': '3 s', 'type': 'measurement', 'number_string': (None, '3.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None, 'context': {'before': ['<group>', '<v>##<v>', '<attr>', '<attr>', '<pack>'], 'after': []}}, '##': {'string': '500', 'type': 'int', 'number_string': ('500.0',), 'context': {'before': ['<group>'], 'after': ['<attr>', '<attr>', '<pack>', '<v>#<v>']}}}", <group> <v>##<v> alu alu tablet <v>#<v> ,solid,,alu alu,500.0,,3.0,pack_size,ZITHROKEM 500 ALU-ALU Tablet (3'S),ZITHROKEM 500 ALU-ALU Tablet (3'S),ATFJ13,,ATFJ13,2022-09-07 18:28:30,,,3.0,500.0,,,,,,,,
lovolkem,oz,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> oz tablet <v>#<v> ,solid,,,,,10.0,pack_size,LOVOLKEM OZ Tablet (10'S),LOVOLKEM OZ Tablet (10'S),ATGA02,,ATGA02,2022-09-07 18:28:30,,,10.0,,,,,,,,,
lovolkem,,tablet,1,,"{'#': {'string': '250mg', 'type': 'measurement', 'number_string': (None, '250.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> <v>#<v> tablet <v>##<v> ,solid,,,250.0,mg,10.0,pack_size,LOVOLKEM 250MG Tablet (10'S),LOVOLKEM 250MG Tablet (10'S),ATGA11,,ATGA11,2022-09-07 18:28:30,,250.0,10.0,,,,,,,,,
lovolkem,,tablet,1,,"{'#': {'string': '500mg', 'type': 'measurement', 'number_string': (None, '500.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> <v>#<v> tablet <v>##<v> ,solid,,,500.0,mg,10.0,pack_size,LOVOLKEM 500MG Tablet (10'S),LOVOLKEM 500MG Tablet (10'S),ATGA21,,ATGA21,2022-09-07 18:28:30,,500.0,10.0,,,,,,,,,
termipil,kit,tablet,1,,{}, <group> tablet kit ,solid,,,,,,,TERMIPIL Tablet (KIT),TERMIPIL Tablet (KIT),ATGC01,,ATGC01,2022-09-07 18:28:30,,,,,,,,,,,,
,alkem cold,tablet,0,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", alkem cold tablet <v>#<v> ,solid,,,,,10.0,pack_size,ALKEM COLD Tablet (10'S),ALKEM COLD Tablet (10'S),ATGG01,,ATGG01,2022-09-07 18:28:30,,,10.0,,,,,,,,,
nimceta,,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> tablet <v>#<v> ,solid,,,,,10.0,pack_size,NIMCETA Tablet (10'S),NIMCETA Tablet (10'S),ATHE02,,ATHE02,2022-09-07 18:28:30,,,10.0,,,,,,,,,
flochek,mf,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> mf tablet <v>#<v> ,solid,,,,,10.0,pack_size,FLOCHEK-MF Tablet (10S),FLOCHEK-MF Tablet (10S),ATHP01,,ATHP01,2022-09-07 18:28:30,,,10.0,,,,,,,,,
meganerv,g,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> g tablet <v>#<v> ,solid,,,,,10.0,pack_size,MEGANERV G Tablet (10'S),MEGANERV G Tablet (10'S),ATHY11,,ATHY11,2022-09-07 18:28:30,,,10.0,,,,,,,,,
ceriz,l,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> l tablet <v>#<v> ,solid,,,,,10.0,pack_size,CERIZ -L Tablet (10'S),CERIZ -L Tablet (10'S),ATIE11,,ATIE11,2022-09-07 18:28:30,,,10.0,,,,,,,,,
ceriz,l,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> l tablet <v>#<v> alu alu ,solid,,alu alu,,,10.0,pack_size,CERIZ -L Tablet 10'S (ALU-ALU),CERIZ -L Tablet 10'S (ALU-ALU),ATIE12,,ATIE12,2022-09-07 18:28:30,,,10.0,,,,,,,,,
histakem,,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None, 'context': {'before': ['<group>', '<v>##<v>', '<pack>'], 'after': []}}, '##': {'string': '120', 'type': 'int', 'number_string': ('120.0',), 'context': {'before': ['<group>'], 'after': ['<pack>', '<v>#<v>']}}}", <group> <v>##<v> tablet <v>#<v> ,solid,,,120.0,,10.0,pack_size,HISTAKEM -120 Tablet (10S),HISTAKEM -120 Tablet (10S),ATIR01,,ATIR01,2022-09-07 18:28:30,,,10.0,120.0,,,,,,,,
ceriz,mont l,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> l mont alu alu tablet <v>#<v> ,solid,,alu alu,,,10.0,pack_size,CERIZ L MONT (ALU ALU) TABLET 10'S,CERIZ L MONT (ALU ALU) TABLET 10'S,ATJN02,,ATJN02,2022-09-07 18:28:30,,,10.0,,,,,,,,,
histakem,,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None, 'context': {'before': ['<group>', '<v>##<v>', '<pack>'], 'after': []}}, '##': {'string': '180', 'type': 'int', 'number_string': ('180.0',), 'context': {'before': ['<group>'], 'after': ['<pack>', '<v>#<v>']}}}", <group> <v>##<v> tablet <v>#<v> ,solid,,,180.0,,10.0,pack_size,HISTAKEM-180 Tablet (10'S),HISTAKEM-180 Tablet (10'S),ATJR11,,ATJR11,2022-09-07 18:28:30,,,10.0,180.0,,,,,,,,
alflox,tz,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> tz tablet <v>#<v> ,solid,,,,,10.0,pack_size,ALFLOX-TZ Tablet (10S),ALFLOX-TZ Tablet (10S),ATJS01,,ATJS01,2022-09-07 18:28:30,,,10.0,,,,,,,,,
acuflam,plus,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> plus tablet <v>#<v> ,solid,,,,,10.0,pack_size,ACUFLAM PLUS Tablet (10'S),ACUFLAM PLUS Tablet (10'S),ATJV02,,ATJV02,2022-09-07 18:28:30,,,10.0,,,,,,,,,
nozuka,nasal,spray,1,20.0,"{'#': {'string': '20 ml', 'type': 'measurement', 'number_string': (None, '20.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> nasal spray <v>#<v> ,liquid,,,,,20.0,ml,NOZUKA NASAL SPRAY (20ML),NOZUKA NASAL SPRAY (20ML),FAPT02,,FAPT02,2022-09-07 18:28:30,,,,,,,,,,,,
broadicillin,,tablet,1,,"{'#': {'string': '250mg', 'type': 'measurement', 'number_string': (None, '250.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '10s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> capsule <v>#<v>  <v>##<v> ,solid,,,250.0,mg,10.0,pack_size,BROADICILIN CAPSULE 250MG  ( 10S ),BROADICILIN CAPSULE 250MG  ( 10S ),FC0901,,FC0901,2022-09-07 18:28:30,,250.0,10.0,,,,,,,,,
broadiclox,novo,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> novo <v>#<v> capsule ,solid,,,,,10.0,pack_size,BROADICLOX-NOVO (10S) CAPSULE,BROADICLOX-NOVO (10S) CAPSULE,FC1052,,FC1052,2022-09-07 18:28:30,,,10.0,,,,,,,,,
iprasure,pulmicaps,tablet,1,,"{'#': {'string': '30 s', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> pulmicaps <v>#<v> capsule ,solid,,,,,30.0,pack_size,IPRASURE PULMICAPS (30'S) CAPSULE,IPRASURE PULMICAPS (30'S) CAPSULE,FC12901,,FC12901,2022-09-07 18:28:30,,,30.0,,,,,,,,,
itratuf,sb,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<v>##<v>', '<pack>'], 'after': []}}, '##': {'string': '65', 'type': 'int', 'number_string': ('65.0',), 'context': {'before': ['<group>', '<attr>'], 'after': ['<pack>', '<v>#<v>']}}}", <group> sb <v>##<v> caps <v>#<v> ,solid,,,65.0,,10.0,pack_size,ITRATUF SB 65 CAPS (10'S),ITRATUF SB 65 CAPS (10'S),FCUV51,,FCUV51,2022-09-07 18:28:30,,,10.0,65.0,,,,,,,,
itratuf,sb,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<v>##<v>', '<pack>'], 'after': []}}, '##': {'string': '130', 'type': 'int', 'number_string': ('130.0',), 'context': {'before': ['<group>', '<attr>'], 'after': ['<pack>', '<v>#<v>']}}}", <group> sb <v>##<v> caps <v>#<v> ,solid,,,130.0,,10.0,pack_size,ITRATUF SB 130 CAPS (10'S),ITRATUF SB 130 CAPS (10'S),FCUV61,,FCUV61,2022-09-07 18:28:30,,,10.0,130.0,,,,,,,,
t-heal,,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> capsule <v>#<v> ,solid,,,,,10.0,pack_size,THEAL CAPSULE (10'S),THEAL CAPSULE (10'S),FCVY02,,FCVY03,2022-09-07 18:28:30,,,10.0,,,,,,,,,
dulafun,lyophilized for,injection,1,,"{'#': {'string': '100mg', 'type': 'measurement', 'number_string': (None, '100.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> for inje lyophilized <v>#<v> vial ,liquid,,,100.0,mg,,,DULAFUN FOR INJE.(LYOPHILIZED)100MG VIAL,DULAFUN FOR INJE.(LYOPHILIZED)100MG VIAL,FI15101,,FI15101,2022-09-07 18:28:30,,100.0,,,,,,,,,,
ondem,hs,injection,1,2.0,"{'#': {'string': '2ml', 'type': 'measurement', 'number_string': (None, '2.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> <v>#<v> injection hospital supply ,liquid,,,,,2.0,ml,ONDEM 2ML INJECTION (HOSPITAL SUPPLY),ONDEM 2ML INJECTION (HOSPITAL SUPPLY),FI2804,,FI2808,2022-09-07 18:28:30,,,,,,,,,,,,
merosure,hs,injection,1,,"{'#': {'string': '250mg', 'type': 'measurement', 'number_string': (None, '250.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}}", <group> <v>#<v> injection vial hospital supply ,liquid,,,250.0,mg,,,MEROSURE-250MG INJECTION (VIAL) HOSPITAL SUPPLY,MEROSURE-250MG INJECTION (VIAL) HOSPITAL SUPPLY,FITN72,,FITN72,2022-09-07 18:28:30,,250.0,,,,,,,,,,
cefokem,xp hs,injection,1,,"{'#': {'string': '1gm', 'type': 'measurement', 'number_string': (None, '1.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>'], 'after': ['<pack>', '<pack>', '<attr>']}}}", <group> xp <v>#<v> inj vial hospital supply ,liquid,,,1.0,gm,,,CEFOKEM-XP 1GM INJ (VIAL) (HOSPITAL SUPPLY,CEFOKEM-XP 1GM INJ (VIAL) (HOSPITAL SUPPLY,FITV03,,FITV03,2022-09-07 18:28:30,,,,,,,,1.0,,,,
tammy,lolly pop,jar,1,,"{'#': {'string': '1080 gm', 'type': 'measurement', 'number_string': (None, '1080.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<attr>'], 'after': ['<pack>']}}}", <group> lolly pop <v>#<v> jar ,solid,,,1080.0,gm,,,TAMMY LOLLY POP (1080GM) JAR,TAMMY LOLLY POP (1080GM) JAR,FJRV67,,FJRV67,2022-09-07 18:28:30,,,,,,,,1080.0,,,,
tammy,coffee chews,jar,1,,"{'#': {'string': '880 gm', 'type': 'measurement', 'number_string': (None, '880.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<attr>'], 'after': ['<pack>']}}}", <group> coffee chews <v>#<v> jar ,solid,,,880.0,gm,,,TAMMY COFFEE CHEWS (880GM) JAR,TAMMY COFFEE CHEWS (880GM) JAR,FJRV93,,FJRV93,2022-09-07 18:28:30,,,,,,,,880.0,,,,
fenceta,plus,syrup,1,60.0,"{'#': {'string': '60 ml', 'type': 'measurement', 'number_string': (None, '60.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> plus suspension <v>#<v> ,liquid,,,,,60.0,ml,FENCETA PLUS SUSPENSION (60ML),FENCETA PLUS SUSPENSION (60ML),FL1711,,FL1712,2022-09-07 18:28:30,,,,,,,,,,,,
atoz,,syrup,1,200.0,"{'#': {'string': '200 ml', 'type': 'measurement', 'number_string': (None, '200.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> ns syrup <v>#<v> ,liquid,ns,,,,200.0,ml,A TO Z NS SYRUP (200 ML),A TO Z NS SYRUP (200 ML),FL5014,,FL5014,2022-09-07 18:28:30,,,,,,,,,,,,
nozuka,af,syrup,1,60.0,"{'#': {'string': '60 ml', 'type': 'measurement', 'number_string': (None, '60.0'), 'amount_suffix': (None, 'ml'), 'amount_separator': None}}", <group> af syrup <v>#<v> ,liquid,,,,,60.0,ml,NOZUKA AF SYRUP (60 ML),NOZUKA AF SYRUP (60 ML),FLPT12,,FLPT12,2022-09-07 18:28:31,,,,,,,,,,,,
tammy,coconut joy,,1,,"{'#': {'string': '2000 gm', 'type': 'measurement', 'number_string': (None, '2000.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<attr>'], 'after': []}}}", <group> coconut joy <v>#<v> ,,,,2000.0,gm,,,TAMMY COCONUT JOY (2000GM),TAMMY COCONUT JOY (2000GM),FMRV74,,FMRV74,2022-09-07 18:28:31,,,,,,,,2000.0,,,,
tammy,coconut joy,,1,,"{'#': {'string': '900 gm', 'type': 'measurement', 'number_string': (None, '900.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<attr>'], 'after': []}}}", <group> coconut joy <v>#<v> ,,,,900.0,gm,,,TAMMY COCONUT JOY (900GM),TAMMY COCONUT JOY (900GM),FMRV75,,FMRV75,2022-09-07 18:28:31,,,,,,,,900.0,,,,
tammy,crunch choco jelly,,1,,"{'#': {'string': '16gm', 'type': 'measurement', 'number_string': (None, '16.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<attr>'], 'after': ['<v>##<v>', '<attr>']}}, '##': {'string': '480 gms', 'type': 'measurement', 'number_string': (None, '480.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<attr>', '<v>#<v>'], 'after': ['<attr>']}}}", <group> choco crunch <v>#<v>  <v>##<v> jelly ,,,,16.0,gm,,,TAMMY CHOCO CRUNCH 16GM (480GMS) JELLY,TAMMY CHOCO CRUNCH 16GM (480GMS) JELLY,FMRV82,,FMRV82,2022-09-07 18:28:31,,,,,,,,16.0 480.0,,,,
iprasure,inhaler md,spray,1,,"{'#': {'string': '1 s', 'type': 'measurement', 'number_string': (None, '1.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<v>##<v>', '<attr>'], 'after': ['<pack>']}}, '##': {'string': '200', 'type': 'int', 'number_string': ('200.0',), 'context': {'before': ['<group>', '<attr>'], 'after': ['<attr>', '<v>#<v>', '<pack>']}}}", <group> inhaler <v>##<v> md <v>#<v> spray ,liquid,,,200.0,,1.0,pack_size,IPRASURE INHALER (200 MD) (1’S) SPRAY,IPRASURE INHALER (200 MD) (1’S) SPRAY,FR12901,,FR12901,2022-09-07 18:28:31,,,1.0,200.0,,,,,,,,
pulmosmart,inhaler md,spray,1,,"{'#': {'string': '1 s', 'type': 'measurement', 'number_string': (None, '1.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None, 'context': {'before': ['<group>', '<v>##<v>', '<attr>', '<v>###<v>', '<attr>'], 'after': ['<pack>']}}, '##': {'string': '200', 'type': 'int', 'number_string': ('200.0',), 'context': {'before': ['<group>'], 'after': ['<attr>', '<v>###<v>', '<attr>', '<v>#<v>', '<pack>']}}, '###': {'string': '120', 'type': 'int', 'number_string': ('120.0',), 'context': {'before': ['<group>', '<v>##<v>', '<attr>'], 'after': ['<attr>', '<v>#<v>', '<pack>']}}}", <group> <v>##<v> inhaler <v>###<v> md <v>#<v> spray ,liquid,,,200.0,,1.0,pack_size,PULMOSMART 200 INHALER (120 MD) (1’S) SPRAY,PULMOSMART 200 INHALER (120 MD) (1’S) SPRAY,FR13101,,FR13101,2022-09-07 18:28:31,,,1.0,200.0 120.0,,,,,,,,
pulmosmart,inhaler md,spray,1,,"{'#': {'string': '1 s', 'type': 'measurement', 'number_string': (None, '1.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None, 'context': {'before': ['<group>', '<v>##<v>', '<attr>', '<v>###<v>', '<attr>'], 'after': ['<pack>']}}, '##': {'string': '400', 'type': 'int', 'number_string': ('400.0',), 'context': {'before': ['<group>'], 'after': ['<attr>', '<v>###<v>', '<attr>', '<v>#<v>', '<pack>']}}, '###': {'string': '120', 'type': 'int', 'number_string': ('120.0',), 'context': {'before': ['<group>', '<v>##<v>', '<attr>'], 'after': ['<attr>', '<v>#<v>', '<pack>']}}}", <group> <v>##<v> inhaler <v>###<v> md <v>#<v> spray ,liquid,,,400.0,,1.0,pack_size,PULMOSMART 400 INHALER (120 MD) (1’S) SPRAY,PULMOSMART 400 INHALER (120 MD) (1’S) SPRAY,FR13111,,FR13111,2022-09-07 18:28:31,,,1.0,400.0 120.0,,,,,,,,
playgard,chocolate other more play gift,,1,,"{'#': {'string': '3 s', 'type': 'measurement', 'number_string': (None, '3.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> more play chocolate <v>#<v> other gift ,,,,,,3.0,pack_size,PLAYGARD MORE PLAY (CHOCOLATE) (3'S) OTHER GIFT,PLAYGARD MORE PLAY (CHOCOLATE) (3'S) OTHER GIFT,FRWP01,,FRWP01,2022-09-07 18:28:31,,,3.0,,,,,,,,,
playgard,butterscotch other more play gift,,1,,"{'#': {'string': '3 s', 'type': 'measurement', 'number_string': (None, '3.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> more play butterscotch <v>#<v> other gift ,,,,,,3.0,pack_size,PLAYGARD MORE PLAY (BUTTERSCOTCH) (3'S) OTHER GIFT,PLAYGARD MORE PLAY (BUTTERSCOTCH) (3'S) OTHER GIFT,FRWP03,,FRWP03,2022-09-07 18:28:31,,,3.0,,,,,,,,,
playgard,orange other more play gift,,1,,"{'#': {'string': '3 s', 'type': 'measurement', 'number_string': (None, '3.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> more play orange <v>#<v> other gift ,,,,,,3.0,pack_size,PLAYGARD MORE PLAY (ORANGE) (3'S) OTHER GIFT,PLAYGARD MORE PLAY (ORANGE) (3'S) OTHER GIFT,FRWP04,,FRWP04,2022-09-07 18:28:31,,,3.0,,,,,,,,,
sunheal,,gel,1,,"{'#': {'string': '50 g', 'type': 'measurement', 'number_string': (None, '50.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<pack>'], 'after': []}}}", <group> gel <v>#<v> ,solid,,,,,50.0,gm,SUNHEAL GEL (50G),SUNHEAL GEL (50G),FSSC02,,FSSC02,2022-09-07 18:28:31,,,,,,,,50.0,,,,
lilituf,,cream,1,,"{'#': {'string': '30 gm', 'type': 'measurement', 'number_string': (None, '30.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>', '<pack>'], 'after': []}}}", <group> cream <v>#<v> ,solid,,,,,30.0,gm,LILITUF CREAM (30GM),LILITUF CREAM (30GM),FSWB02,,FSWB02,2022-09-07 18:28:31,,,,,,,,30.0,,,,
linapil,m,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<v>##<v>', '<pack>'], 'after': []}}, '##': {'string': '2.5/500', 'type': 'fraction', 'number_string': ('2.5', '500.0'), 'context': {'before': ['<group>', '<attr>'], 'after': ['<pack>', '<v>#<v>']}}}", <group> m <v>##<v> tablet <v>#<v> ,solid,,,2.5 500.0,fraction,10.0,pack_size,LINAPIL M 2.5/500 Tablet (10'S),LINAPIL M 2.5/500 Tablet (10'S),FT14311,,FT14311,2022-09-07 18:28:31,,,10.0,,2.5/500.0,,,,,,,
linapil,m,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<v>##<v>', '<pack>'], 'after': []}}, '##': {'string': '2.5/1000', 'type': 'fraction', 'number_string': ('2.5', '1000.0'), 'context': {'before': ['<group>', '<attr>'], 'after': ['<pack>', '<v>#<v>']}}}", <group> m <v>##<v> tablet <v>#<v> ,solid,,,2.5 1000.0,fraction,10.0,pack_size,LINAPIL M 2.5/1000 Tablet (10'S),LINAPIL M 2.5/1000 Tablet (10'S),FT14321,,FT14321,2022-09-07 18:28:31,,,10.0,,2.5/1000.0,,,,,,,
meganor,,tablet,1,,"{'#': {'string': '10s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> tablet <v>#<v> ,solid,,,,,10.0,pack_size,MEGANOR Tablet  [ 10S ],MEGANOR Tablet  [ 10S ],FT2301,,FT2301,2022-09-07 18:28:31,,,10.0,,,,,,,,,
melzap,md,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None, 'context': {'before': ['<group>', '<v>##<v>', '<attr>', '<pack>'], 'after': []}}, '##': {'string': '1', 'type': 'int', 'number_string': ('1.0',), 'context': {'before': ['<group>'], 'after': ['<attr>', '<pack>', '<v>#<v>']}}}", <group> <v>##<v> md tablet <v>#<v> ,solid,,,1.0,,10.0,pack_size,MELZAP 1 MD Tablet (10S),MELZAP 1 MD Tablet (10S),FTAZ22,,FTAZ21,2022-09-07 18:28:31,,,10.0,1.0,,,,,,,,
merosure,er hs o,tablet,1,,"{'#': {'string': '300mg', 'type': 'measurement', 'number_string': (None, '300.0'), 'amount_suffix': (None, 'mg'), 'amount_separator': None}, '##': {'string': '6 s', 'type': 'measurement', 'number_string': (None, '6.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None}}", <group> o er <v>#<v> tabs <v>##<v> hospital supply ,solid,,,300.0,mg,6.0,pack_size,MEROSURE-O ER 300MG TABS (6'S) HOSPITAL SUPPLY,MEROSURE-O ER 300MG TABS (6'S) HOSPITAL SUPPLY,FTTN12,,FTTN12,2022-09-07 18:28:31,,300.0,6.0,,,,,,,,,
glucoshot,flavour orange,jar,1,,"{'#': {'string': '2gm', 'type': 'measurement', 'number_string': (None, '2.0'), 'amount_suffix': (None, 'gm'), 'amount_separator': None, 'context': {'before': ['<group>'], 'after': ['<attr>', '<attr>', '<v>##<v>', '<pack>']}}, '##': {'string': '16', 'type': 'int', 'number_string': ('16.0',), 'context': {'before': ['<group>', '<v>#<v>', '<attr>', '<attr>'], 'after': ['<pack>']}}}", <group> <v>#<v> orange flavour <v>##<v> jar ,solid,,,2.0,gm,16.0,,GLUCOSHOT 2GM (ORANGE FLAVOUR)(16 JAR),GLUCOSHOT 2GM (ORANGE FLAVOUR)(16 JAR),FTWC01,,FTWC01,2022-09-07 18:28:31,,,,16.0,,,,2.0,,,,
sumo,hs l,tablet,1,,"{'#': {'string': '15 s', 'type': 'measurement', 'number_string': (None, '15.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<v>##<v>', '<pack>'], 'after': ['<attr>']}}, '##': {'string': '650', 'type': 'int', 'number_string': ('650.0',), 'context': {'before': ['<group>', '<attr>'], 'after': ['<pack>', '<v>#<v>', '<attr>']}}}", <group> l <v>##<v> tablet <v>#<v> hospital ,solid,,,650.0,,15.0,pack_size,SUMO-L 650 Tablet (15'S) HOSPITAL,SUMO-L 650 Tablet (15'S) HOSPITAL,FTWE02,,FTWE02,2022-09-07 18:28:31,,,15.0,650.0,,,,,,,,
mirakem,s,tablet,1,,"{'#': {'string': '10 s', 'type': 'measurement', 'number_string': (None, '10.0'), 'amount_suffix': (None, 'pack_size'), 'amount_separator': None, 'context': {'before': ['<group>', '<attr>', '<v>##<v>', '<pack>'], 'after': []}}, '##': {'string': '25', 'type': 'int', 'number_string': ('25.0',), 'context': {'before': ['<group>', '<attr>'], 'after': ['<pack>', '<v>#<v>']}}}", <group> s <v>##<v> tablet <v>#<v> ,solid,,,25.0,,10.0,pack_size,MIRAKEM S 25 Tablet (10’S),MIRAKEM S 25 Tablet (10’S),FTWX21,,FTWX21,2022-09-07 18:28:31,,,10.0,25.0,,,,,,,,
